# aide-botのデプロイに必要な値を、GitHub側のどこから取るかを定めた対応表（guchi-apps/issue-deck#1307）。
#
# 背景: 以前は各ワークフローが実行のたびに1Passwordから全値を読んでいたが、1Passwordサービス
# アカウントの日次レート制限（1Passwordアカウント全体で1,000リクエスト/日。サービスアカウントを
# 分けても分割されない）を使い切り、フリート全体のデプロイが止まった
# （guchi-apps/issue-deck#1302）。
#
# GitHub側にはレート制限が無いため実行時の取得先をGitHubへ移し、1Passwordは「人が管理する
# 唯一の正」として残す。値が変わったときだけ scripts/sync-github-secrets.sh で同期する。
#
# 列: KEY <TAB> SCOPE <TAB> KIND <TAB> GH_NAME <TAB> SOURCE
#
# SCOPE   repo … このリポジトリに設定 / inherit … organizationの共通値を使う（同期しない）
# KIND    secret … ログでマスクされる（既定） / var … マスクされない
# GH_NAME GitHub側の名前。organizationの共通値は中立名のためここで読み替える
# SOURCE  1Password参照（op://…）。scopeがrepoの行はここから同期する
#
# scopeがrepoなのにSOURCEが「-」の行を作らないこと。sync-github-secrets.shが
# `op read -` を実行して必ずFAILし、GitHub側に値が作られないまま
# ワークフローの ${{ vars.<名前> }} が空のまま通る（#5）。
# 1Passwordに置かない値は行ごと消し、コメントだけを残す。
#
# --- VPSへの接続（organizationの共通値） ---
SSH_PRIVATE_KEY	inherit	secret	SERVER_SSH_PRIVATE_KEY	-
HOST	inherit	secret	SERVER_HOST	-
USERNAME	inherit	secret	SERVER_USERNAME	-
SSH_PORT	inherit	secret	SERVER_SSH_PORT	-
#
# --- 共有MariaDB（接続情報はorganization、DB名はアプリ固有） ---
DB_HOST	inherit	secret	SHARED_DB_HOST	-
DB_PORT	inherit	secret	SHARED_DB_PORT	-
DB_USER	inherit	secret	SHARED_DB_USER	-
DB_PASSWORD	inherit	secret	SHARED_DB_PASSWORD	-
MIGRATE_DB_USER	inherit	secret	SHARED_DB_MIGRATE_USER	-
MIGRATE_DB_PASSWORD	inherit	secret	SHARED_DB_MIGRATE_PASSWORD	-
#
# --- Supabase（organizationの共通値。クライアントバンドルに埋め込まれる公開値のためvar） ---
NEXT_PUBLIC_SUPABASE_URL	inherit	var	SUPABASE_PROJECT_URL	-
NEXT_PUBLIC_SUPABASE_PUBLISHABLE_KEY	inherit	var	SUPABASE_PUBLISHABLE_KEY	-
#
# --- aide-bot固有 ---
# TARGET_DIRはサーバー上のパス。単体では資格情報でないがVPSへの攻撃面になるためsecret。
TARGET_DIR	repo	secret	TARGET_DIR	op://apps/aide-bot/target-dir
DB_NAME	repo	secret	DB_NAME	op://apps/aide-bot/db-name
ALLOWED_GOOGLE_EMAILS	repo	secret	ALLOWED_GOOGLE_EMAILS	op://apps/aide-bot/allowed-google-emails
# チャットの返答生成に使うClaude APIのキー。未設定だと送信が503で返る（#24）。
ANTHROPIC_API_KEY	repo	secret	ANTHROPIC_API_KEY	op://apps/aide-bot/anthropic-api-key
# CI・デプロイ通知は全リポジトリで1つのチャンネルへ集約したため、organizationの共通値を使う（guchi-apps/issue-deck#2255）。
SIGNALY_WEBHOOK_URL	inherit	secret	SIGNALY_WEBHOOK_URL	-
#
# --- プロアクティブ通知（#79） ---
# Web Pushの署名に使うVAPID鍵のペア。片方でも欠けると通知の導線ごと出なくなる。
# **公開鍵はブラウザへ渡す値**（subscribe()のapplicationServerKey）で、本来公開してよい。
# それでもNEXT_PUBLIC_*に置かないのは、ビルド時にバンドルへ焼き込まれ、鍵を差し替えるたびに
# 再ビルドが要るため（設定の画面がサーバー側で読んでpropsで渡す。src/lib/push/config.ts）。
# 鍵の作り方: node -e 'console.log(JSON.stringify(require("web-push").generateVAPIDKeys()))'
VAPID_PUBLIC_KEY	repo	secret	VAPID_PUBLIC_KEY	op://apps/aide-bot/vapid-public-key
VAPID_PRIVATE_KEY	repo	secret	VAPID_PRIVATE_KEY	op://apps/aide-bot/vapid-private-key
# cronが POST /api/briefing を叩くときの共有シークレット。未設定ならこの経路ごと閉じる。
BRIEFING_TRIGGER_TOKEN	repo	secret	BRIEFING_TRIGGER_TOKEN	op://apps/aide-bot/briefing-trigger-token
# 他アプリが POST /api/notices でお知らせを積むときの共有シークレット（#93）。
# 未設定ならこの経路ごと閉じる。値は機械生成でよい（人が読む必要は無い）。
NOTICE_INGEST_TOKEN	repo	secret	NOTICE_INGEST_TOKEN	op://apps/aide-bot/notice-ingest-token
#
# PORTは1Passwordでもマニフェストでも管理しない。deploy.ymlに平文で持つ（guchi-apps/docs の standards/ports.md。#5）。
